rank,tier,zip,state,owner,units,has_fhfa
4758,B,39465,MS,6218,8854,1
4759,B,53211,WI,6215,16346,1
4760,B,85253,AZ,6215,8815,1
4761,B,59106,MT,6215,8164,1
4762,B,31093,GA,6214,13275,1
4763,B,07901,NJ,6212,9477,1
4764,B,28630,NC,6211,9220,1
4765,B,28379,NC,6210,11540,1
4766,B,28139,NC,6210,8953,1
4767,B,02359,MA,6210,7173,1
4768,B,77340,TX,6209,15230,1
4769,B,77034,TX,6209,14188,1
4770,B,47712,IN,6209,10795,1
4771,B,47265,IN,6209,8862,1
4772,B,92604,CA,6208,10405,1
4773,B,11216,NY,6207,28825,1
4774,B,84105,UT,6205,10953,1
4775,B,97317,OR,6205,9024,1
4776,B,46580,IN,6205,8873,1
4777,B,80033,CO,6203,13257,1
4778,B,33432,FL,6202,14405,1
4779,B,93705,CA,6202,13408,1
4780,B,97225,OR,6202,12219,1
4781,B,67203,KS,6201,14851,1
4782,B,45431,OH,6201,12888,1
4783,B,98230,WA,6201,9395,1
4784,B,32751,FL,6200,10730,1
4785,B,29860,SC,6200,7887,1
4786,B,53149,WI,6200,7585,1
4787,B,44022,OH,6200,7228,1
4788,B,33777,FL,6197,8375,1
4789,B,32060,FL,6195,9233,1
4790,B,83647,ID,6193,9695,1
4791,B,67601,KS,6191,11168,1
4792,B,04072,ME,6190,9619,1
4793,B,02745,MA,6187,10649,1
4794,B,60659,IL,6186,14748,1
4795,B,78758,TX,6184,25745,1
4796,B,07011,NJ,6184,14198,1
4797,B,30017,GA,6184,8097,1
4798,B,84604,UT,6181,13285,1
4799,B,55116,MN,6181,12818,1
4800,B,61244,IL,6181,10135,1
4801,B,73010,OK,6180,7770,1
4802,B,19607,PA,6179,10177,1
4803,B,80904,CO,6178,11578,1
4804,B,36092,AL,6178,9272,1
4805,B,77087,TX,6174,12400,1
4806,B,80007,CO,6174,6600,1
4807,B,32819,FL,6172,14689,1
4808,B,91724,CA,6169,9372,1
4809,B,77318,TX,6169,8654,1
4810,B,64064,MO,6169,7870,1
4811,B,21076,MD,6168,9553,1
4812,B,72501,AR,6167,11246,1
4813,B,15801,PA,6167,10083,1
4814,B,48813,MI,6167,8174,1
4815,B,14468,NY,6167,7245,1
4816,B,37938,TN,6167,7208,1
4817,B,75455,TX,6166,10272,1
4818,B,77053,TX,6166,9716,1
4819,B,37821,TN,6163,10897,1
4820,B,94118,CA,6162,19052,1
4821,B,04210,ME,6162,11113,1
4822,B,60087,IL,6162,10047,1
4823,B,17019,PA,6162,7706,1
4824,B,70438,LA,6159,9421,1
4825,B,23222,VA,6158,11762,1
4826,B,70582,LA,6157,9122,1
4827,B,90606,CA,6157,8982,1
4828,B,47250,IN,6156,10534,1
4829,B,77045,TX,6154,10802,1
4830,B,08077,NJ,6153,7497,1
4831,B,48854,MI,6151,7853,1
4832,B,02909,RI,6150,18602,1
4833,B,30088,GA,6150,11627,1
4834,B,21213,MD,6149,14549,1
4835,B,31404,GA,6149,14427,1
4836,B,60559,IL,6148,11105,1
4837,B,47720,IN,6145,7285,1
4838,B,22655,VA,6143,8591,1
4839,B,46241,IN,6142,12414,1
4840,B,18201,PA,6140,13318,1
4841,B,46221,IN,6140,11120,1
4842,B,02910,RI,6140,9319,1
4843,B,64850,MO,6138,10004,1
4844,B,53218,WI,6135,15971,1
4845,B,48624,MI,6134,11073,1
4846,B,98178,WA,6134,10018,1
4847,B,99705,AK,6134,9091,1
4848,B,18067,PA,6130,8678,1
4849,B,77092,TX,6128,16158,1
4850,B,73132,OK,6127,12592,1
4851,B,08034,NJ,6127,8108,1
4852,B,30141,GA,6124,9151,1
4853,B,76801,TX,6123,12145,1
4854,B,01606,MA,6122,9427,1
4855,B,28712,NC,6120,10714,1
4856,B,53089,WI,6116,7856,1
4857,B,38555,TN,6114,10104,1
4858,B,95602,CA,6114,8132,1
4859,B,10567,NY,6114,7086,1
4860,B,89408,NV,6113,9039,1
4861,B,81507,CO,6113,7256,1
4862,B,77099,TX,6112,17860,1
4863,B,77059,TX,6110,6668,1
4864,B,60805,IL,6109,7707,1
4865,B,36207,AL,6108,9260,1
4866,B,77004,TX,6107,18321,1
4867,B,94127,CA,6106,7895,1
4868,B,77414,TX,6104,12254,1
4869,B,68154,NE,6104,10846,1
4870,B,45251,OH,6103,8592,1
4871,B,34691,FL,6102,12265,1
4872,B,33860,FL,6102,9649,1
4873,B,32408,FL,6101,17018,1
4874,B,63131,MO,6101,6674,1
4875,B,31602,GA,6100,15201,1
4876,B,60649,IL,6099,28249,1
4877,B,33407,FL,6098,15147,1
4878,B,85901,AZ,6098,12437,1
4879,B,95818,CA,6097,11301,1
4880,B,78724,TX,6096,9696,1
4881,B,91007,CA,6095,12772,1
4882,B,33755,FL,6095,11872,1
4883,B,10552,NY,6093,10143,1
4884,B,37069,TN,6093,7200,1
4885,B,98373,WA,6090,11113,1
4886,B,61111,IL,6090,10248,1
4887,B,89027,NV,6090,9972,1
4888,B,11701,NY,6090,9544,1
4889,B,83202,ID,6090,8866,1
4890,B,33708,FL,6088,13211,1
4891,B,76010,TX,6086,20508,1
4892,B,27870,NC,6085,11578,1
4893,B,77016,TX,6085,11131,1
4894,B,78222,TX,6085,9668,1
4895,B,70124,LA,6085,8919,1
4896,B,43920,OH,6083,10266,1
4897,B,28075,NC,6082,6840,1
4898,B,55420,MN,6081,9638,1
4899,B,98107,WA,6079,16538,1
4900,B,60513,IL,6078,8025,1
4901,B,52803,IA,6077,10427,1
4902,B,98032,WA,6076,15639,1
4903,B,33898,FL,6076,10080,1
4904,B,97055,OR,6076,7931,1
4905,B,59801,MT,6075,15814,1
4906,B,93458,CA,6075,14433,1
4907,B,34233,FL,6074,9427,1
4908,B,35802,AL,6073,12359,1
4909,B,98126,WA,6072,10824,1
4910,B,87506,NM,6071,8475,1
4911,B,84721,UT,6070,9638,1
4912,B,14052,NY,6070,7603,1
4913,B,15217,PA,6069,12582,1
4914,B,15205,PA,6069,12241,1
4915,B,35080,AL,6069,7081,1
4916,B,31021,GA,6067,12517,1
4917,B,07307,NJ,6066,18762,1
4918,B,29418,SC,6066,12334,1
4919,B,98686,WA,6066,8348,1
4920,B,03867,NH,6064,10458,1
4921,B,92311,CA,6063,13707,1
4922,B,85215,AZ,6063,9146,1
4923,B,30310,GA,6061,14033,1
4924,B,27537,NC,6060,10764,1
4925,B,44128,OH,6059,14184,1
4926,B,48386,MI,6057,7680,1
4927,B,07735,NJ,6056,8411,1
4928,B,32905,FL,6055,12635,1
4929,B,63141,MO,6055,9381,1
4930,B,30233,GA,6054,9191,1
4931,B,83702,ID,6050,12771,1
4932,B,07054,NJ,6050,12497,1
4933,B,55746,MN,6049,8999,1
4934,B,29671,SC,6049,8371,1
4935,B,91605,CA,6048,17206,1
4936,B,15206,PA,6048,17004,1
4937,B,06067,CT,6048,9300,1
4938,B,55066,MN,6047,8707,1
4939,B,76039,TX,6043,17862,1
4940,B,64836,MO,6042,10241,1
4941,B,12078,NY,6041,11668,1
4942,B,30507,GA,6041,9496,1
4943,B,78703,TX,6040,12237,1
4944,B,55057,MN,6039,8494,1
4945,B,76117,TX,6038,12793,1
4946,B,76134,TX,6038,10514,1
4947,B,98166,WA,6038,9766,1
4948,B,53597,WI,6038,8323,1
4949,B,18603,PA,6037,9235,1
4950,B,88030,NM,6036,10812,1
4951,B,34951,FL,6036,8305,1
4952,B,72903,AR,6034,12079,1
4953,B,54902,WI,6034,10800,1
4954,B,92139,CA,6034,10610,1
4955,B,75252,TX,6033,14592,1
4956,B,35055,AL,6030,10664,1
4957,B,55437,MN,6030,9059,1
4958,B,78211,TX,6029,10516,1
4959,B,30577,GA,6028,10067,1
4960,B,33323,FL,6026,9356,1
4961,B,92532,CA,6026,8476,1
4962,B,08876,NJ,6025,9717,1
4963,B,59808,MT,6024,9938,1
4964,B,36870,AL,6024,7951,1
4965,B,18040,PA,6024,6945,1
4966,B,47404,IN,6020,12101,1
4967,B,28732,NC,6018,8181,1
4968,B,91384,CA,6018,7254,1
4969,B,20187,VA,6018,6886,1
4970,B,77014,TX,6016,13166,1
4971,B,48864,MI,6016,9903,1
4972,B,43078,OH,6016,8904,1
4973,B,96161,CA,6014,18558,1
4974,B,66209,KS,6013,8683,1
4975,B,10990,NY,6013,8394,1
4976,B,85284,AZ,6013,7589,1
4977,B,44647,OH,6012,8187,1
4978,B,46012,IN,6009,9659,1
4979,B,37914,TN,6008,9861,1
4980,B,22124,VA,6008,7049,1
4981,B,08210,NJ,6007,8374,1
4982,B,75082,TX,6006,13194,1
4983,B,77803,TX,6006,10586,1
4984,B,33142,FL,6003,22275,1
4985,B,62298,IL,6003,7562,1
4986,B,99515,AK,6002,8137,1
4987,B,45417,OH,6001,14987,1
4988,B,20876,MD,6001,9079,1
4989,B,93940,CA,6000,15451,1
4990,B,78727,TX,6000,14863,1
4991,B,75206,TX,5997,25844,1
4992,B,01830,MA,5996,11159,1
4993,B,78747,TX,5996,8860,1
4994,B,53716,WI,5996,8668,1
4995,B,01602,MA,5995,10483,1
4996,B,30605,GA,5994,18387,1
4997,B,57078,SD,5994,9172,1
4998,B,62711,IL,5994,7885,1
4999,B,98105,WA,5993,20582,1
5000,B,01749,MA,5992,8560,1
5001,C,22150,VA,5991,9695,1
5002,C,41015,KY,5991,9135,1
5003,C,10461,NY,5990,20418,1
5004,C,64093,MO,5989,11708,1
5005,C,01832,MA,5989,10735,1
5006,C,55075,MN,5989,8460,1
5007,C,22963,VA,5989,7107,1
5008,C,45701,OH,5988,13230,1
5009,C,43311,OH,5988,9497,1
5010,C,99212,WA,5988,9496,1
5011,C,53022,WI,5988,8229,1
5012,C,32504,FL,5984,10436,1
5013,C,17552,PA,5984,8684,1
5014,C,06513,CT,5983,17006,1
5015,C,76208,TX,5983,9440,1
5016,C,67114,KS,5983,9382,1
5017,C,90241,CA,5978,15100,1
5018,C,54022,WI,5978,9033,1
5019,C,37917,TN,5976,14216,1
5020,C,22902,VA,5976,12134,1
5021,C,43623,OH,5976,10056,1
5022,C,94589,CA,5976,9826,1
5023,C,79119,TX,5974,9839,1
5024,C,94043,CA,5973,14756,1
5025,C,45440,OH,5973,10055,1
5026,C,02081,MA,5971,7663,1
5027,C,48504,MI,5969,12464,1
5028,C,25414,WV,5968,8263,1
5029,C,33563,FL,5966,10794,1
5030,C,22043,VA,5966,10316,1
5031,C,20653,MD,5964,11696,1
5032,C,33525,FL,5964,8700,1
5033,C,46218,IN,5963,15343,1
5034,C,11542,NY,5963,11374,1
5035,C,06825,CT,5961,7875,1
5036,C,56201,MN,5960,10441,1
5037,C,31605,GA,5960,9642,1
5038,C,37745,TN,5960,9423,1
5039,C,44410,OH,5960,7948,1
5040,C,54303,WI,5959,13088,1
5041,C,45662,OH,5958,12955,1
5042,C,56537,MN,5958,9498,1
5043,C,08015,NJ,5958,7864,1
5044,C,90064,CA,5957,12897,1
5045,C,94002,CA,5957,11307,1
5046,C,61550,IL,5955,8053,1
5047,C,06801,CT,5955,7907,1
5048,C,97003,OR,5950,11258,1
5049,C,94610,CA,5949,17926,1
5050,C,52317,IA,5949,9125,1
5051,C,50009,IA,5949,8829,1
5052,C,20008,DC,5948,18083,1
5053,C,98444,WA,5948,13762,1
5054,C,26201,WV,5944,8663,1
5055,C,84108,UT,5944,8258,1
5056,C,42103,KY,5942,10339,1
5057,C,97601,OR,5941,10936,1
5058,C,49014,MI,5941,9314,1
5059,C,62401,IL,5941,8688,1
5060,C,01950,MA,5939,8298,1
5061,C,18015,PA,5938,12867,1
5062,C,33069,FL,5937,16052,1
5063,C,85306,AZ,5936,9587,1
5064,C,95112,CA,5935,22969,1
5065,C,07631,NJ,5935,12047,1
5066,C,28467,NC,5935,8098,1
5067,C,07730,NJ,5935,6713,1
5068,C,28212,NC,5934,17417,1
5069,C,75094,TX,5934,6716,1
5070,C,92008,CA,5933,13102,1
5071,C,77568,TX,5932,8950,1
5072,C,32804,FL,5931,10127,1
5073,C,48051,MI,5931,7255,1
5074,C,27896,NC,5930,8496,1
5075,C,53538,WI,5930,8444,1
5076,C,80247,CO,5929,15768,1
5077,C,32803,FL,5929,12225,1
5078,C,21286,MD,5929,10100,1
5079,C,48842,MI,5928,9573,1
5080,C,16046,PA,5926,7430,1
5081,C,24503,VA,5925,8755,1
5082,C,31548,GA,5922,9516,1
5083,C,33801,FL,5920,15365,1
5084,C,08085,NJ,5920,7424,1
5085,C,33469,FL,5919,8284,1
5086,C,92054,CA,5917,18113,1
5087,C,84025,UT,5917,7417,1
5088,C,95212,CA,5916,8299,1
5089,C,19008,PA,5916,7252,1
5090,C,63034,MO,5913,6574,1
5091,C,29488,SC,5912,9847,1
5092,C,72104,AR,5911,9771,1
5093,C,10605,NY,5909,8537,1
5094,C,60637,IL,5908,26717,1
5095,C,06820,CT,5908,7567,1
5096,C,23838,VA,5908,6299,1
5097,C,71292,LA,5907,10257,1
5098,C,37932,TN,5907,9141,1
5099,C,37015,TN,5905,8366,1
5100,C,68502,NE,5902,11936,1
5101,C,08550,NJ,5902,7839,1
5102,C,75160,TX,5901,8895,1
5103,C,53705,WI,5900,12796,1
5104,C,28147,NC,5900,10095,1
5105,C,34116,FL,5899,11081,1
5106,C,94402,CA,5897,10623,1
5107,C,38119,TN,5897,10521,1
5108,C,58703,ND,5895,10643,1
5109,C,78163,TX,5895,6609,1
5110,C,19963,DE,5894,10300,1
5111,C,57703,SD,5893,7476,1
5112,C,14206,NY,5892,10677,1
5113,C,01904,MA,5892,7322,1
5114,C,48304,MI,5891,7165,1
5115,C,17201,PA,5890,12749,1
5116,C,46324,IN,5888,9427,1
5117,C,44137,OH,5887,10076,1
5118,C,11581,NY,5886,7423,1
5119,C,49331,MI,5886,7208,1
5120,C,98275,WA,5885,8492,1
5121,C,32233,FL,5884,11215,1
5122,C,02809,RI,5884,9670,1
5123,C,38637,MS,5881,10829,1
5124,C,65738,MO,5878,8878,1
5125,C,27006,NC,5876,7268,1
5126,C,48072,MI,5874,7068,1
5127,C,48820,MI,5872,7002,1
5128,C,06840,CT,5870,7668,1
5129,C,11754,NY,5869,7078,1
5130,C,06468,CT,5869,6573,1
5131,C,93905,CA,5866,14534,1
5132,C,95842,CA,5865,12275,1
5133,C,92011,CA,5864,10159,1
5134,C,20784,MD,5862,10773,1
5135,C,94022,CA,5862,8151,1
5136,C,53012,WI,5862,8073,1
5137,C,40228,KY,5861,7629,1
5138,C,91325,CA,5859,13668,1
5139,C,48324,MI,5858,6637,1
5140,C,11429,NY,5856,8601,1
5141,C,28144,NC,5855,12655,1
5142,C,93035,CA,5854,12025,1
5143,C,67205,KS,5854,7467,1
5144,C,76234,TX,5852,8047,1
5145,C,80010,CO,5850,15394,1
5146,C,46545,IN,5850,13046,1
5147,C,33477,FL,5850,10986,1
5148,C,33935,FL,5850,8905,1
5149,C,95363,CA,5849,8641,1
5150,C,76574,TX,5848,8458,1
5151,C,77025,TX,5846,15752,1
5152,C,92887,CA,5846,7218,1
5153,C,74114,OK,5844,8128,1
5154,C,89503,NV,5843,13938,1
5155,C,23692,VA,5843,7799,1
5156,C,48326,MI,5842,12219,1
5157,C,48075,MI,5840,10757,1
5158,C,63801,MO,5840,10013,1
5159,C,85648,AZ,5840,7425,1
5160,C,79106,TX,5839,13385,1
5161,C,15210,PA,5839,12828,1
5162,C,31047,GA,5839,7243,1
5163,C,27592,NC,5839,7065,1
5164,C,02777,MA,5839,6780,1
5165,C,41011,KY,5836,14490,1
5166,C,98664,WA,5836,9656,1
5167,C,99016,WA,5836,8004,1
5168,C,32095,FL,5834,6997,1
5169,C,32901,FL,5831,13241,1
5170,C,60465,IL,5831,7885,1
5171,C,78645,TX,5831,7525,1
5172,C,06042,CT,5830,10915,1
5173,C,95819,CA,5830,8936,1
5174,C,39562,MS,5827,7717,1
5175,C,96821,HI,5824,7462,1
5176,C,48302,MI,5823,6960,1
5177,C,07060,NJ,5821,16154,1
5178,C,02138,MA,5821,16132,1
5179,C,60636,IL,5821,14363,1
5180,C,33141,FL,5820,21793,1
5181,C,32176,FL,5818,10329,1
5182,C,47834,IN,5818,8451,1
5183,C,85719,AZ,5817,21707,1
5184,C,93245,CA,5817,12995,1
5185,C,24179,VA,5817,8573,1
5186,C,10019,NY,5813,33279,0
5187,C,60430,IL,5812,7662,1
5188,C,29568,SC,5809,8131,1
5189,C,02871,RI,5809,8044,1
5190,C,94401,CA,5807,13798,1
5191,C,17109,PA,5807,11808,1
5192,C,66106,KS,5807,9226,1
5193,C,27288,NC,5806,11127,1
5194,C,11501,NY,5805,9174,1
5195,C,02190,MA,5802,8601,1
5196,C,94578,CA,5798,14819,1
5197,C,60450,IL,5798,9306,1
5198,C,27263,NC,5798,8938,1
5199,C,91423,CA,5797,16678,1
5200,C,53172,WI,5797,9150,1
5201,C,32548,FL,5794,14040,1
5202,C,03801,NH,5793,11448,1
5203,C,46953,IN,5793,10095,1
5204,C,94585,CA,5793,9849,1
5205,C,39305,MS,5793,9547,1
5206,C,25427,WV,5793,7193,1
5207,C,06032,CT,5792,8539,1
5208,C,55305,MN,5790,10463,1
5209,C,34984,FL,5790,7254,1
5210,C,22041,VA,5789,11567,1
5211,C,29706,SC,5789,8850,1
5212,C,49002,MI,5788,8975,1
5213,C,84098,UT,5787,9854,1
5214,C,85658,AZ,5787,7752,1
5215,C,97078,OR,5784,9292,1
5216,C,97015,OR,5783,9420,1
5217,C,63121,MO,5780,12745,1
5218,C,19473,PA,5780,6801,1
5219,C,33460,FL,5779,14769,1
5220,C,93001,CA,5776,14705,1
5221,C,33712,FL,5776,13055,1
5222,C,94109,CA,5775,39043,0
5223,C,19804,DE,5773,8075,1
5224,C,07746,NJ,5772,6115,1
5225,C,20010,DC,5770,15917,1
5226,C,80110,CO,5770,10804,1
5227,C,46619,IN,5769,8823,1
5228,C,55429,MN,5768,10529,1
5229,C,32311,FL,5768,10166,1
5230,C,19465,PA,5768,7490,1
5231,C,44641,OH,5765,8412,1
5232,C,61073,IL,5763,7397,1
5233,C,25705,WV,5761,9909,1
5234,C,80487,CO,5760,13231,1
5235,C,80528,CO,5759,8986,1
5236,C,28312,NC,5758,8706,1
5237,C,75041,TX,5757,10378,1
5238,C,57110,SD,5757,9178,1
5239,C,55346,MN,5757,6804,1
5240,C,49048,MI,5754,10440,1
5241,C,48879,MI,5754,7521,1
5242,C,15017,PA,5753,8388,1
5243,C,55350,MN,5753,8276,1
5244,C,78729,TX,5752,15717,1
5245,C,13039,NY,5750,7241,1
5246,C,45502,OH,5750,7073,1
5247,C,70380,LA,5749,9739,1
5248,C,46224,IN,5748,16912,1
5249,C,23606,VA,5748,13186,1
5250,C,90210,CA,5748,9714,1
5251,C,93726,CA,5747,15744,1
5252,C,35661,AL,5747,8911,1
5253,C,19103,PA,5746,20064,1
5254,C,94107,CA,5746,18798,1
5255,C,16148,PA,5742,8182,1
5256,C,63049,MO,5742,7006,1
5257,C,33013,FL,5741,9544,1
5258,C,29205,SC,5739,12792,1
5259,C,92301,CA,5739,10069,1
5260,C,04092,ME,5739,9404,1
5261,C,07834,NJ,5737,7122,1
5262,C,91505,CA,5733,14258,1
5263,C,39702,MS,5733,9704,1
5264,C,10075,NY,5732,16415,0
5265,C,25701,WV,5732,12388,1
5266,C,68106,NE,5732,10935,1
5267,C,31204,GA,5728,15578,1
5268,C,10509,NY,5727,7839,1
5269,C,76310,TX,5726,8450,1
5270,C,19040,PA,5725,8277,1
5271,C,28328,NC,5724,10846,1
5272,C,40353,KY,5724,9876,1
5273,C,53548,WI,5724,8894,1
5274,C,16117,PA,5724,7995,1
5275,C,30307,GA,5722,10308,1
5276,C,01721,MA,5721,7995,1
5277,C,20705,MD,5719,9181,1
5278,C,37763,TN,5719,7659,1
5279,C,77505,TX,5718,8817,1
5280,C,07461,NJ,5718,7972,1
5281,C,20783,MD,5717,14389,1
5282,C,43725,OH,5717,9667,1
5283,C,21050,MD,5717,6507,1
5284,C,03102,NH,5716,15264,1
5285,C,60490,IL,5716,6523,1
5286,C,34470,FL,5715,10121,1
5287,C,03842,NH,5714,9978,1
5288,C,98901,WA,5713,12201,1
5289,C,95405,CA,5713,9664,1
5290,C,98506,WA,5713,9041,1
5291,C,23224,VA,5711,18201,1
5292,C,48125,MI,5711,8791,1
5293,C,61938,IL,5710,10299,1
5294,C,75020,TX,5709,10802,1
5295,C,19142,PA,5708,12943,1
5296,C,45224,OH,5707,9886,1
5297,C,01776,MA,5707,6446,1
5298,C,93612,CA,5706,14362,1
5299,C,11563,NY,5705,8088,1
5300,C,33981,FL,5704,7808,1
5301,C,02649,MA,5703,10522,1
5302,C,87501,NM,5703,10480,1
5303,C,28659,NC,5702,9647,1
5304,C,43138,OH,5702,8457,1
5305,C,40222,KY,5701,10953,1
5306,C,36507,AL,5701,8615,1
5307,C,60194,IL,5701,8325,1
5308,C,32541,FL,5700,16390,1
5309,C,60419,IL,5700,9006,1
5310,C,92843,CA,5698,12051,1
5311,C,82007,WY,5696,9542,1
5312,C,35674,AL,5696,8945,1
5313,C,31601,GA,5694,14345,1
5314,C,78411,TX,5694,10497,1
5315,C,92551,CA,5693,8574,1
5316,C,72206,AR,5692,10080,1
5317,C,86426,AZ,5692,7709,1
5318,C,22508,VA,5689,6420,1
5319,C,79765,TX,5686,9709,1
5320,C,41102,KY,5686,8780,1
5321,C,78332,TX,5683,10747,1
5322,C,33549,FL,5683,7586,1
5323,C,90810,CA,5682,10294,1
5324,C,77035,TX,5680,15662,1
5325,C,78363,TX,5679,12919,1
5326,C,29420,SC,5679,9537,1
5327,C,93105,CA,5678,11401,1
5328,C,02720,MA,5675,14940,1
5329,C,13905,NY,5675,13774,1
5330,C,93444,CA,5674,8406,1
5331,C,64082,MO,5674,6735,1
5332,C,90019,CA,5673,26203,1
5333,C,36804,AL,5673,8515,1
5334,C,55438,MN,5671,7509,1
5335,C,94601,CA,5670,17454,1
5336,C,61364,IL,5670,9251,1
5337,C,75159,TX,5669,7192,1
5338,C,07733,NJ,5669,6318,1
5339,C,11418,NY,5668,12072,1
5340,C,62249,IL,5667,7317,1
5341,C,91011,CA,5667,7059,1
5342,C,43140,OH,5666,8419,1
5343,C,92081,CA,5665,11075,1
5344,C,37217,TN,5664,14168,1
5345,C,35020,AL,5663,12327,1
5346,C,54017,WI,5663,7807,1
5347,C,02747,MA,5662,7339,1
5348,C,66223,KS,5661,10626,1
5349,C,02790,MA,5661,7523,1
5350,C,20877,MD,5660,13599,1
5351,C,63084,MO,5660,8511,1
5352,C,01748,MA,5660,6907,1
5353,C,35406,AL,5659,8291,1
5354,C,72211,AR,5657,12009,1
5355,C,11224,NY,5654,21354,1
5356,C,44089,OH,5654,8012,1
5357,C,29169,SC,5652,11087,1
5358,C,74701,OK,5650,11059,1
5359,C,06451,CT,5650,11004,1
5360,C,12144,NY,5649,10474,1
5361,C,92029,CA,5649,7976,1
5362,C,64030,MO,5648,11869,1
5363,C,32308,FL,5648,11838,1
5364,C,29369,SC,5648,6453,1
5365,C,30315,GA,5646,15458,1
5366,C,44053,OH,5644,9529,1
5367,C,70117,LA,5643,15821,1
5368,C,11423,NY,5643,10307,1
5369,C,79015,TX,5643,9311,1
5370,C,47111,IN,5643,7011,1
5371,C,76706,TX,5641,16600,1
5372,C,50125,IA,5641,8039,1
5373,C,11217,NY,5640,21590,0
5374,C,06804,CT,5640,7063,1
5375,C,22039,VA,5640,5856,1
5376,C,94306,CA,5637,11853,1
5377,C,63401,MO,5637,9700,1
5378,C,90022,CA,5636,17845,1
5379,C,28327,NC,5635,7874,1
5380,C,77043,TX,5633,11197,1
5381,C,91763,CA,5633,10557,1
5382,C,15425,PA,5633,8603,1
5383,C,34747,FL,5632,22016,1
5384,C,15666,PA,5632,7730,1
5385,C,78242,TX,5630,11326,1
5386,C,66604,KS,5628,10820,1
5387,C,35010,AL,5628,10648,1
5388,C,30179,GA,5628,7064,1
5389,C,77802,TX,5627,12189,1
5390,C,56501,MN,5627,10271,1
5391,C,35040,AL,5627,7576,1
5392,C,97070,OR,5626,11275,1
5393,C,38133,TN,5626,8336,1
5394,C,56073,MN,5626,7629,1
5395,C,08618,NJ,5625,15284,1
5396,C,90255,CA,5624,19265,1
5397,C,19342,PA,5624,8183,1
5398,C,14830,NY,5622,9324,1
5399,C,62035,IL,5621,7145,1
5400,C,53144,WI,5620,10731,1
5401,C,95959,CA,5619,8840,1
5402,C,77302,TX,5619,7040,1
5403,C,19525,PA,5619,6227,1
5404,C,98405,WA,5618,11645,1
5405,C,92082,CA,5618,6973,1
5406,C,32931,FL,5617,10763,1
5407,C,51104,IA,5616,9119,1
5408,C,32701,FL,5614,12085,1
5409,C,77384,TX,5614,11658,1
5410,C,33174,FL,5614,11474,1
5411,C,93060,CA,5614,10935,1
5412,C,97439,OR,5614,9056,1
5413,C,53024,WI,5613,8598,1
5414,C,76266,TX,5612,7211,1
5415,C,11369,NY,5611,13893,1
5416,C,64029,MO,5611,8185,1
5417,C,80513,CO,5609,6563,1
5418,C,07071,NJ,5608,9839,1
5419,C,95776,CA,5607,8410,1
5420,C,31794,GA,5606,11748,1
5421,C,15057,PA,5606,6833,1
5422,C,46011,IN,5605,7304,1
5423,C,83858,ID,5601,7660,1
5424,C,43611,OH,5600,8854,1
5425,C,83864,ID,5599,9909,1
5426,C,38139,TN,5598,5895,1
5427,C,66605,KS,5597,8655,1
5428,C,02067,MA,5597,6660,1
5429,C,85757,AZ,5596,6894,1
5430,C,49010,MI,5594,7222,1
5431,C,92410,CA,5593,14325,1
5432,C,29307,SC,5593,8946,1
5433,C,17044,PA,5591,10167,1
5434,C,22546,VA,5589,7086,1
5435,C,30009,GA,5588,9168,1
5436,C,34685,FL,5588,7924,1
5437,C,48323,MI,5584,6516,1
5438,C,33409,FL,5582,13715,1
5439,C,18707,PA,5582,6554,1
5440,C,95618,CA,5581,10898,1
5441,C,53121,WI,5581,8397,1
5442,C,63025,MO,5580,6726,1
5443,C,45895,OH,5579,7963,1
5444,C,34240,FL,5578,7570,1
5445,C,37321,TN,5577,8947,1
5446,C,80465,CO,5577,6505,1
5447,C,44140,OH,5576,6311,1
5448,C,60644,IL,5575,20619,1
5449,C,33125,FL,5574,22496,1
5450,C,55431,MN,5574,8483,1
5451,C,14559,NY,5574,7412,1
5452,C,36066,AL,5573,9201,1
5453,C,01075,MA,5573,7597,1
5454,C,17070,PA,5573,7487,1
5455,C,77705,TX,5572,12203,1
5456,C,16505,PA,5572,8407,1
5457,C,07042,NJ,5570,11682,1
5458,C,55398,MN,5570,6292,1
5459,C,92860,CA,5569,7073,1
5460,C,05403,VT,5568,9565,1
5461,C,62801,IL,5567,9044,1
5462,C,33566,FL,5567,8224,1
5463,C,90039,CA,5564,13332,1
5464,C,25404,WV,5563,9973,1
5465,C,94040,CA,5561,16963,1
5466,C,77033,TX,5559,10228,1
5467,C,99338,WA,5557,6909,1
5468,C,10530,NY,5555,6795,1
5469,C,71457,LA,5554,12086,1
5470,C,98274,WA,5554,7868,1
5471,C,79107,TX,5552,12346,1
5472,C,54751,WI,5552,10517,1
5473,C,80534,CO,5552,7137,1
5474,C,50208,IA,5549,8919,1
5475,C,16365,PA,5549,8861,1
5476,C,12477,NY,5547,9483,1
5477,C,44126,OH,5547,8099,1
5478,C,20782,MD,5546,13312,1
5479,C,89156,NV,5544,10413,1
5480,C,30286,GA,5543,10903,1
5481,C,30720,GA,5543,10731,1
5482,C,18049,PA,5543,7659,1
5483,C,68007,NE,5543,6268,1
5484,C,10065,NY,5542,22734,0
5485,C,83843,ID,5542,12089,1
5486,C,29206,SC,5541,9460,1
5487,C,77069,TX,5541,9399,1
5488,C,11021,NY,5541,8705,1
5489,C,02766,MA,5541,6725,1
5490,C,89144,NV,5539,8684,1
